meta_step,be_en,be_az,en_az,en_be,az_en,az_be,meta_average
0,9.378036577717841,0.6128759234977921,1.4558363901028828,0.5744870224608212,4.201351462144268,0.6207918072826316,3.912025088365696
1,16.40186745456595,2.0832375656212943,1.018514974177307,1.1456556489397385,4.189342672751396,0.08457831435680697,4.653915314621678
2,6.410693236458967,2.8622834511895654,4.256465884713711,3.2490160557732803,5.058504782170265,5.549286809882889,3.7352700270702206
3,12.455950581200923,1.4352409160167354,3.260279380025081,0.24596548737892313,7.973382457450723,0.06617069001954665,5.7144930772543905
4,4.847312697056293,1.417248287096445,0.5218442507923814,0.21093099066987012,5.94063450868941,0.9815184220118903,3.601134651767121
5,3.5525071953976877,0.8393086971776662,1.0549334330633167,1.749171506416501,7.58279235783121,0.1431786254987423,3.7102690996603096
6,10.048466048557238,0.34853646865220345,3.421215403156177,2.191053564822103,3.9192700427430416,1.5556784006578024,3.0628791756863194
7,4.557255950307923,1.4323068150077392,2.030955645874986,1.2527096551401968,4.109463482775928,4.6556210327211565,3.224164292026417
8,9.132138268513003,1.0275327427146745,2.2206031621992746,0.7209304531830631,6.970505423873594,1.0457248904759713,2.809327847355964
9,5.197461672732317,3.303919994845844,1.5237566874134236,1.7725105101417327,5.621100984350325,2.6170270647993865,3.6681510406196924
10,11.1680196762084,0.454041497733691,3.0273254642836602,1.838124808949752,6.0499433751561265,2.287267051070264,5.016045880691356
11,4.8599413233695685,3.1868418538923104,1.4419912542411417,2.275512181685336,7.421625831700798,0.23857851163078078,2.3576217506797152
12,8.003358446757353,0.5673395372771813,5.00087011303832,0.6318831825174693,5.339201550033951,1.8763728507628403,2.253770778780785
13,6.061440335501115,0.7156472479214618,1.7364184565977379,1.8943137818450209,4.742595977121869,2.4110564944356057,2.8188945825171285
14,8.81696315198465,2.472548318316528,2.188964128193267,0.7238829182556424,5.22637127334075,1.6985611292902787,4.106490607755036
15,6.277254526446483,1.1042498688120623,2.2894541175908496,1.8875380287701233,11.642751634935061,0.13441783595654241,3.1613690983844633
16,10.816721505965631,0.8481784276666414,0.894425758990112,1.5416843018116297,5.948889224841763,8.208832405544324,3.1480604304699122
17,11.185947897736717,1.334711826530401,2.6751787885181337,5.375115835920248,3.673906556671151,3.641322345327481,3.7868164395284154
18,11.275379544031532,1.4322512422893086,0.7441270883041867,2.6096840517326254,5.340312422856159,0.24246434662281377,6.038700511307585
19,13.630464831849274,0.3957663242224419,5.086322101084005,1.3893931125654682,4.795871485756707,0.07613846302121521,5.559576491970068
20,8.805380556080502,0.44833681262428926,0.8469822781827708,2.284197333410583,3.0750573211870993,0.17773051416961216,2.7383965109375774
21,8.604827565993817,0.1466721057024024,2.6845553280967045,13.089048964169507,4.4442345954529685,2.051600249101145,4.327299494171556
22,3.285522734699772,0.44069057815576834,1.2312785910588806,0.7975806672817168,3.546708200343811,0.6275756833336049,2.426482350198794
23,15.568128565897695,1.6054154970293333,2.101954685503008,0.792878599921972,5.421452156075773,0.033494597923539766,4.471236637193287
24,4.877828897652055,0.6876920767225531,3.113748220298664,2.910465836362336,3.9137205793442256,3.381880531531668,6.663257755475391
25,9.298251088752915,3.8371369135076017,1.2289002072157926,2.314319576045296,4.02655859334229,6.9576663080694106,3.076693117335921
26,10.131595906929945,0.503972065945077,1.4628673857328496,0.745792529802724,4.050209160264538,0.0801490812441229,5.774312644985479
27,8.122355065683005,6.4161943525157135,4.98420043041304,0.47401243925854986,6.508159675304405,4.194300139975066,2.868819437390292
28,7.6277623002449095,0.692788948523478,1.9159468793501262,1.6562119556292927,5.77335592194715,2.281761687251786,2.1218408008128256
29,8.695161907352512,0.692788948523478,1.9159468793501262,2.1797571858749514,9.941395492444963,4.612465648118993,4.676296500312904
30,6.6599399055495425,0.692788948523478,1.9159468793501262,2.562455246904082,3.482775006630862,0.02151118073233219,4.917273707230262
31,7.143423615272176,0.692788948523478,1.9159468793501262,0.4881529863664262,4.896659463949395,0.7750731110693817,3.0428111023719713
32,4.256564763728053,0.692788948523478,1.9159468793501262,4.294094591335395,4.32729739793127,0.7750731110693817,1.9603720527174957
33,5.514923345365049,0.692788948523478,1.9159468793501262,1.1386067957038657,4.603304741584533,0.7750731110693817,4.2969190919370925
34,9.308207450578363,0.692788948523478,1.9159468793501262,1.8545318731326557,5.8852520487592,0.7750731110693817,3.422166021345114
35,5.9114101259539416,0.692788948523478,1.9159468793501262,4.488090378828384,5.8852520487592,0.7750731110693817,1.6622690241065816
36,9.640894290084752,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,4.525627876163901
37,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,4.689664826839753
38,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,2.611820039452821
39,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,3.197394250525491
40,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,3.615156614102943
41,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,4.3445746025865155
42,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,4.076322759092565
43,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,3.2013442227705773
44,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,1.7668645215408365
45,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,3.681797145345543
46,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,4.9395780186566345
47,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,4.02452080773811
48,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,4.876840630391763
49,6.831337562358789,0.692788948523478,1.9159468793501262,0.39134148577156685,5.8852520487592,0.7750731110693817,3.4501800113532584
